Nombre,Juego,Entrega,Desde,Hasta,Dist. Estimada,Dist. Aceptada,Vel. Máx,Modalidad,Beneficio,Multas,Daños,Tiempo Real,Fecha,Distancia_Num
El puma (CT),ATS,Wotr,Faraday,18 Wheels,3 061 km,3 060 km,106 km/h,Real,46 525 $,0 $,1,5722,2026-09-03,3060
ELLUCHOMB,ATS,Estándar,Gallon Oil,HMS Machinery,374 km,467 km,116 km/h,Real,4 339 $,700 $,0,3471,2026-09-03,467
CRAZY_GAMER_16,ATS,Wotr,Wallbert,MWM,4 309 km,5 278 km,113 km/h,Real,126 971 $,0 $,0,9998,2026-09-03,5278
ZayCruz,ATS,Wotr,Plaster & Sons,GARC,3 262 km,3 280 km,110 km/h,Real,219 573 $,0 $,0,6928,2026-09-03,3280
profeta(CT),ATS,Wotr,Peterbilt,Shop Town,2 720 km,2 349 km,108 km/h,Real,4 716 $,0 $,0,5224,2026-09-03,2349
WAJOIK13,ATS,Wotr,Sunshine Crops,Venture,3 043 km,3 538 km,123 km/h,Real,115 730 $,5 800 $,0,6442,2026-09-03,3538
CT/Cristian,ATS,Wotr,Eddy's,GARC,3 140 km,3 131 km,115 km/h,Real,80 270 $,0 $,0,6262,2026-09-03,3131
ELLUCHOMB,ATS,Estándar,Gallon Oil,Gallon Oil,397 km,399 km,126 km/h,Real,8 081 $,260 $,0,1477,2026-09-03,399
Brayan Gamer,ATS,Wotr,Starbridge,SellGoods,1 924 km,1 932 km,119 km/h,Real,8 188 927 $,0 $,0,3791,2026-09-03,1932
El puma (CT),ATS,Wotr,Gallon Oil,Deepgrove,2 698 km,2 320 km,114 km/h,Real,33 452 $,0 $,0,4983,2026-09-03,2320
profeta(CT),ATS,Wotr,Gallon Oil,Deepgrove,2 698 km,2 310 km,125 km/h,Real,33 004 $,0 $,0,5243,2026-09-03,2310
ELLUCHOMB,ATS,Estándar,Rail Export,Rail Export,343 km,353 km,108 km/h,Real,7 765 $,780 $,1,1644,2026-09-03,353
Brayan Gamer,ATS,Wotr,SellGoods,SellGoods,1 765 km,1 766 km,114 km/h,Real,4 904 452 $,0 $,0,3672,2026-09-03,1766
ZayCruz,ATS,Wotr,NAMIQ,Plaster & Sons,3 546 km,3 549 km,106 km/h,Real,180 287 $,0 $,0,7260,2026-09-03,3549
WAJOIK13,ATS,Wotr,Venture,Gallon Oil,3 746 km,4 508 km,122 km/h,Real,158 804 $,8 400 $,0,8387,2026-09-03,4508
Brayan Gamer,ATS,Wotr,Global Mills,Enterpriser,2 317 km,2 319 km,116 km/h,Real,6 720 300 $,0 $,1,4844,2026-09-03,2319
ELLUCHOMB,ATS,Wotr,Farmer's Barn,Farmer's Barn,979 km,979 km,112 km/h,Real,100 365 952 $,0 $,0,2781,2026-09-03,979
ReyMisterio,ATS,Wotr,Kenworth,Kenworth,2 242 km,2 246 km,119 km/h,Real,157 805 $,0 $,0,4192,2026-09-03,2246
Mr_Gerzon,ATS,Wotr,Steeler,Mary's Cotton,3 135 km,3 251 km,112 km/h,Real,42 328 $,0 $,0,6252,2026-09-03,3251
WAJOIK13,ATS,Wotr,Enterpriser,Wallbert,2 515 km,2 515 km,123 km/h,Real,96 458 $,10 600 $,0,4857,2026-09-03,2515
WAJOIK13,ATS,Wotr,Wallbert,Starbridge,2 309 km,2 552 km,112 km/h,Real,36 259 $,7 620 $,0,4794,2026-09-03,2552
El puma (CT),ATS,Wotr,18 Wheels,Alis Cars,2 250 km,2 250 km,106 km/h,Real,21 452 $,0 $,0,4272,2026-09-03,2250
profeta(CT),ATS,Wotr,Peterbilt,Vortex,2 548 km,2 582 km,116 km/h,Real,8 098 $,0 $,0,4971,2026-09-03,2582
ReyMisterio,ATS,Wotr,42 Print,Venture,3 613 km,3 898 km,126 km/h,Real,142 125 $,0 $,0,7415,2026-09-03,3898
CT/Cristian,ATS,Wotr,Vortex,Bitumen,2 157 km,2 156 km,116 km/h,Real,68 204 $,0 $,0,4123,2026-09-03,2156
ReyMisterio,ATS,Wotr,Bitumen,HMS Machinery,990 km,993 km,124 km/h,Real,30 386 $,0 $,0,1996,2026-09-03,993
Undertaker03,ATS,Wotr,Bitumen,HMS Machinery,990 km,989 km,126 km/h,Real,28 996 $,0 $,1,1945,2026-09-03,989
WAJOIK13,ATS,Wotr,Starbridge,Mary's Cotton,4 037 km,5 037 km,120 km/h,Real,138 482 $,14 020 $,0,9280,2026-09-03,5037
CT/Cristian,ATS,Wotr,Bitumen,HMS Machinery,990 km,999 km,123 km/h,Real,30 386 $,0 $,0,2049,2026-09-03,999
BlGFOOT,ATS,Wotr,Peterbilt,Taylor Construction Group,3 652 km,4 415 km,118 km/h,Real,4 730 $,0 $,0,7870,2026-09-03,4415
ELLUCHOMB,ATS,Wotr,Bitumen,HMS Machinery,990 km,992 km,112 km/h,Real,29 641 $,0 $,0,2148,2026-09-03,992
ELLUCHOMB,ATS,Wotr,Deepgrove,Enterpriser,1 200 km,1 200 km,114 km/h,Real,39 577 $,0 $,2,2770,2026-09-03,1200
Mr_Gerzon,ATS,Wotr,Mary's Cotton,GF Cargo,3 048 km,3 279 km,110 km/h,Real,44 322 $,0 $,0,6672,2026-09-03,3279
Camilo Gang,ATS,Wotr,Bitumen,HMS Machinery,845 km,845 km,105 km/h,Real,21 212 $,0 $,4,1710,2026-09-03,845
ReyMisterio,ATS,Wotr,Bushnell Farms,Rail Export,623 km,627 km,114 km/h,Real,18 781 $,0 $,0,1216,2026-09-03,627
WAJOIK13,ATS,Wotr,Sea Horizon,Faraday,3 476 km,4 079 km,128 km/h,Real,233 937 $,7 960 $,0,7625,2026-09-03,4079
profeta(CT),ATS,Wotr,Vortex,Bitumen,2 157 km,2 308 km,116 km/h,Real,54 919 $,0 $,4,4616,2026-09-03,2308
ReyMisterio,ATS,Wotr,Rail Export,Calimondo,202 km,202 km,105 km/h,Real,6 244 $,0 $,0,409,2026-09-03,202
ELLUCHOMB,ATS,Wotr,Home Store,Enterpriser,526 km,529 km,117 km/h,Real,7 415 $,0 $,0,1217,2026-09-03,529
Mr_Gerzon,ATS,Wotr,GF Cargo,Alis Cars,2 768 km,2 730 km,111 km/h,Real,119 519 $,0 $,0,5268,2026-09-03,2730
Undertaker03,ATS,Wotr,HMS Machinery,Mary's Cotton,3 592 km,3 597 km,125 km/h,Real,234 057 $,0 $,0,7124,2026-09-03,3597
ReyMisterio,ATS,Wotr,Tidbit,Rail Export,1 146 km,1 147 km,128 km/h,Real,29 773 $,0 $,0,2297,2026-09-03,1147
profeta(CT),ATS,Wotr,Tidbit,Rail Export,1 146 km,1 146 km,113 km/h,Real,28 687 $,0 $,0,2402,2026-09-03,1146
ELLUCHOMB,ATS,Wotr,Tidbit,Rail Export,1 146 km,1 147 km,129 km/h,Real,27 327 $,0 $,1,2448,2026-09-03,1147
Juan Esteban M,ATS,Estándar,terminales,terminales,248 km,253 km,129 km/h,Real,0 $,32 440 $,74,2892,2026-09-03,253
Mr_Gerzon,ATS,Wotr,Alis Cars,Rail Export,2 601 km,2 651 km,123 km/h,Real,164 718 $,0 $,0,5018,2026-09-03,2651
ReyMisterio,ATS,Wotr,Kenworth,Kenworth,1 174 km,1 248 km,125 km/h,Real,81 445 $,0 $,0,2864,2026-09-03,1248
Undertaker03,ATS,Wotr,Kenworth,Kenworth,1 174 km,1 249 km,128 km/h,Real,81 445 $,0 $,0,3117,2026-09-03,1249
WAJOIK13,ATS,Wotr,Sea Horizon,GARC,3 888 km,4 384 km,117 km/h,Real,160 162 $,7 700 $,0,8071,2026-09-03,4384
Juan Esteban M,ATS,Estándar,Wallbert,Alis Cars,881 km,888 km,130 km/h,Real,0 $,9 700 $,32,2100,2026-09-03,888
WAJOIK13,ATS,Wotr,Houston Intercont. Airport,Angel City Airport,2 559 km,2 560 km,111 km/h,Real,67 387 $,6 500 $,0,4663,2026-09-04,2560
Juan Esteban M,ATS,Estándar,Alis Cars,Bushnell Farms,2 572 km,2 618 km,130 km/h,Real,0 $,24 260 $,48,5479,2026-09-04,2618
profeta(CT),ATS,Wotr,Deepgrove,Faraday,3 941 km,3 960 km,119 km/h,Real,94 021 $,0 $,2,7894,2026-09-04,3960
Brayan Gamer,ATS,Wotr,Coastline Mining,NAMIQ,2 281 km,2 308 km,117 km/h,Real,9 615 015 $,0 $,0,5019,2026-09-04,2308
WAJOIK13,ATS,Wotr,Angel City Airport,Chicago International Airport,3 322 km,3 507 km,114 km/h,Real,210 213 $,2 800 $,0,6564,2026-09-04,3507
El puma (CT),ATS,Wotr,Alis Cars,Lumen auto,2 458 km,2 816 km,108 km/h,Real,139 966 $,0 $,0,5249,2026-09-04,2816
Roger.Diaz,ATS,Wotr,Enterpriser,Houston Cargo Terminal,3 469 km,3 490 km,110 km/h,Real,41 782 $,0 $,0,6549,2026-09-04,3490
ZayCruz,ATS,Wotr,Wallbert,Venture,3 739 km,4 075 km,106 km/h,Real,64 198 $,0 $,0,8063,2026-09-04,4075
CT/Cristian,ATS,Wotr,Wallbert,Venture,3 739 km,4 084 km,123 km/h,Real,64 198 $,0 $,0,8176,2026-09-04,4084
Brayan Gamer,ATS,Wotr,NAMIQ,Bitumen,2 032 km,2 032 km,118 km/h,Real,7 077 439 $,0 $,0,4180,2026-09-04,2032
ELLUCHOMB,ATS,Wotr,Elegrid,Lumen auto,101 km,103 km,113 km/h,Real,100 012 996 $,0 $,14,474,2026-09-04,103
Juan Esteban M,ATS,Wotr,MWM,Bitumen,20 km,21 km,105 km/h,Real,1 036 $,700 $,0,148,2026-09-04,21
ELLUCHOMB,ATS,Estándar,Bitumen,Bushnell Farms,1 659 km,1 664 km,135 km/h,Carrera,58 711 315 $,0 $,4,3814,2026-09-04,1664
Roger.Diaz,ATS,Wotr,Space Park,Port of SF,3 155 km,3 276 km,110 km/h,Real,45 858 $,0 $,0,6406,2026-09-04,3276
ReyMisterio,ATS,Wotr,Sea Horizon,Global Mills,2 858 km,2 860 km,120 km/h,Real,76 684 $,0 $,0,5424,2026-09-04,2860
CT/Cristian,ATS,Wotr,Sea Horizon,Global Mills,2 858 km,2 856 km,117 km/h,Real,76 684 $,0 $,0,5474,2026-09-04,2856
Mr_Gerzon,ATS,Wotr,Rail Export,Apex Steel,2 948 km,3 165 km,117 km/h,Real,43 560 $,0 $,8,6171,2026-09-04,3165
profeta(CT),ATS,Wotr,Vortex,Drake Cars,4 138 km,5 124 km,118 km/h,Real,11 798 $,0 $,3,9646,2026-09-04,5124
WAJOIK13,ATS,Wotr,US Beverages & Bottling,Sea Horizon,4 265 km,5 200 km,115 km/h,Real,132 507 $,13 500 $,0,9769,2026-09-04,5200
El puma (CT),ATS,Wotr,Syntetico,Starbridge,4 017 km,5 015 km,113 km/h,Real,73 468 $,0 $,10,9465,2026-09-04,5015
Camilo Gang,ATS,Wotr,Enterpriser,Eddy's,1 034 km,1 035 km,105 km/h,Real,3 628 $,0 $,0,2079,2026-09-04,1035
Camilo Gang,ATS,Wotr,GPW,American Lines,484 km,553 km,105 km/h,Real,21 403 $,0 $,0,1234,2026-09-04,553
CT/Cristian,ATS,Wotr,Avalanche Steel,Apex Steel,4 098 km,5 022 km,116 km/h,Real,143 462 $,0 $,4,9303,2026-09-04,5022
El puma (CT),ATS,Wotr,Starbridge,Wallbert,3 832 km,4 405 km,122 km/h,Real,147 475 $,0 $,0,8100,2026-09-04,4405
WAJOIK13,ATS,Wotr,Fish Tail Food,Apex Steel,4 207 km,5 207 km,115 km/h,Real,130 714 $,17 160 $,0,9797,2026-09-04,5207
WAJOIK13,ATS,Wotr,Apex Steel,American Lines,2 002 km,2 503 km,113 km/h,Real,24 978 $,14 500 $,0,4832,2026-09-04,2503
ReyMisterio,ATS,Wotr,Avalanche Steel,Apex Steel,4 098 km,5 098 km,121 km/h,Real,166 077 $,0 $,1,9675,2026-09-04,5098
profeta(CT),ATS,Wotr,Avalanche Steel,Apex Steel,4 098 km,5 012 km,122 km/h,Real,170 158 $,0 $,0,9299,2026-09-04,5012
WAJOIK13,ATS,Wotr,American Lines,Apex Steel,2 194 km,2 632 km,113 km/h,Real,51 567 $,4 900 $,0,4844,2026-09-04,2632
El puma (CT),ATS,Wotr,Wallbert,Starbridge,3 217 km,3 220 km,106 km/h,Real,28 502 $,0 $,0,5791,2026-09-04,3220
Camilo Gang,ATS,Wotr,Chemso Ltd.,Home Store,1 165 km,1 134 km,105 km/h,Real,13 076 $,0 $,0,2357,2026-09-04,1134
MUISCACOL,ATS,Estándar,fre_bak1,fre_bak1,115 km,118 km,64 km/h,Real,6 130 $,0 $,0,717,2026-09-04,118
Camilo Gang,ATS,Wotr,Starbridge,Gallon Oil,1 125 km,1 118 km,105 km/h,Real,19 842 $,0 $,0,2190,2026-09-04,1118
El puma (CT),ATS,Wotr,Starbridge,Ultimus,3 125 km,3 124 km,110 km/h,Real,63 944 $,0 $,0,5625,2026-09-04,3124
CT/Cristian,ATS,Wotr,Kenworth,Kenworth,1 186 km,1 184 km,114 km/h,Real,82 275 $,0 $,0,2714,2026-09-04,1184
WAJOIK13,ATS,Wotr,Western Star,Global Mills,3 350 km,4 157 km,111 km/h,Real,11 114 $,23 280 $,0,7671,2026-09-04,4157
MUISCACOL,ATS,Wotr,Chemso Ltd.,Gastream,864 km,888 km,107 km/h,Real,49 829 $,2 500 $,1,2332,2026-09-04,888
profeta(CT),ATS,Wotr,Peterbilt,Waldens,1 806 km,1 852 km,109 km/h,Real,3 306 $,0 $,0,3619,2026-09-04,1852
El puma (CT),ATS,Wotr,Ultimus,Sea Horizon,3 708 km,4 506 km,106 km/h,Real,149 690 $,0 $,0,8089,2026-09-04,4506
WAJOIK13,ATS,Wotr,Shop Town,Starbridge,3 853 km,4 459 km,115 km/h,Real,66 138 $,15 500 $,0,8270,2026-09-04,4459
Mr_Gerzon,ATS,Wotr,Apex Steel,Steeler,3 920 km,4 828 km,127 km/h,Real,52 989 $,0 $,0,9495,2026-09-04,4828
MUISCACOL,ATS,Wotr,Gastream,Starbridge,1 300 km,1 508 km,119 km/h,Real,23 062 $,900 $,0,3852,2026-09-04,1508
BlGFOOT,ATS,Wotr,Home Store,Fish Tail Food,3 714 km,4 580 km,130 km/h,Real,21 153 $,0 $,0,8284,2026-09-04,4580
Mr_Gerzon,ATS,Wotr,Steeler,Global Mills,3 495 km,4 113 km,122 km/h,Real,39 407 $,0 $,2,8828,2026-09-05,4113
WAJOIK13,ATS,Wotr,Elimax,HMS Machinery,3 962 km,4 705 km,115 km/h,Real,121 023 $,9 540 $,0,8677,2026-09-05,4705
profeta(CT),ATS,Wotr,Wanderlust,Rail Export,3 836 km,4 777 km,116 km/h,Real,174 597 $,0 $,0,9338,2026-09-05,4777
El puma (CT),ATS,Wotr,Sea Horizon,Aqua Vista,3 633 km,3 635 km,115 km/h,Real,123 283 $,0 $,9,6936,2026-09-05,3635
ZayCruz,ATS,Wotr,Taylor Construction Group,Plaster & Sons,3 492 km,3 569 km,106 km/h,Real,108 366 $,0 $,0,7132,2026-09-05,3569
WAJOIK13,ATS,Wotr,Sea Horizon,Epro Gas,3 960 km,4 724 km,114 km/h,Real,106 021 $,11 400 $,0,8668,2026-09-05,4724
ZayCruz,ATS,Wotr,X-Tech Machinery,Nielsen Roads,1 001 km,1 002 km,104 km/h,Real,26 952 $,0 $,0,2097,2026-09-05,1002
Mr_Gerzon,ATS,Wotr,Sea Horizon,Pulaski County Airport,3 746 km,4 683 km,129 km/h,Real,106 686 $,0 $,0,10723,2026-09-05,4683
El puma (CT),ATS,Wotr,Aqua Vista,Steeler,2 802 km,2 865 km,110 km/h,Real,38 501 $,0 $,0,5512,2026-09-05,2865
profeta(CT),ATS,Wotr,Bitumen,Johnson and Smith,3 677 km,4 551 km,111 km/h,Real,169 424 $,0 $,0,8843,2026-09-05,4551
Trucker_JJ,ATS,Wotr,Sea Horizon,GARC,3 763 km,4 704 km,130 km/h,Real,153 406 $,0 $,0,9253,2026-09-05,4704
ZayCruz,ATS,Wotr,Home Store,Global Mills,1 052 km,1 053 km,104 km/h,Real,14 370 $,0 $,0,2206,2026-09-05,1053
Guardian777,ATS,Wotr,Enterpriser,Enterpriser,1 058 km,1 063 km,110 km/h,Real,0 $,0 $,28,2531,2026-09-05,1063
WAJOIK13,ATS,Wotr,Epro Gas,Plaster & Sons,2 205 km,2 512 km,112 km/h,Real,60 849 $,12 800 $,0,4640,2026-09-05,2512
ReyMisterio,ATS,Wotr,Equos Power Transport,Rail Export,3 860 km,4 499 km,125 km/h,Real,117 921 $,0 $,0,8149,2026-09-05,4499
Trucker_JJ,ATS,Wotr,Dynamix,Deep Wells,1 039 km,1 225 km,110 km/h,Real,39 603 $,0 $,1,2435,2026-09-05,1225
Guardian777,ATS,Wotr,SellGoods,Venture,605 km,603 km,110 km/h,Real,25 819 $,0 $,0,1162,2026-09-05,603
El puma (CT),ATS,Wotr,Steeler,Vitas Power,2 482 km,2 609 km,108 km/h,Real,56 253 $,0 $,0,4943,2026-09-05,2609
profeta(CT),ATS,Wotr,Johnson and Smith,Rail Export,2 329 km,2 331 km,108 km/h,Real,35 258 $,0 $,0,4664,2026-09-05,2331
Heidy24,ATS,Wotr,Home Store,Rail Export,1 000 km,1 102 km,116 km/h,Real,10 458 $,0 $,0,2402,2026-09-05,1102
Mr_Gerzon,ATS,Wotr,Kenworth,Kenworth,3 935 km,4 919 km,121 km/h,Real,267 248 $,0 $,1,10190,2026-09-05,4919
WAJOIK13,ATS,Wotr,Syntetico,Enterpriser,3 930 km,4 534 km,115 km/h,Real,131 367 $,18 980 $,0,8370,2026-09-05,4534
BlGFOOT,ATS,Wotr,Wallbert,Equos Power Transport,3 833 km,4 411 km,125 km/h,Real,42 326 $,0 $,0,7928,2026-09-05,4411
WAJOIK13,ATS,Wotr,Enterpriser,Venture,3 790 km,4 241 km,117 km/h,Real,123 409 $,23 060 $,0,7863,2026-09-05,4241
WAJOIK13,ATS,Wotr,Equos Power Transport,Eddy's,3 753 km,4 357 km,115 km/h,Real,76 969 $,9 100 $,0,8180,2026-09-05,4357
ZayCruz,ATS,Wotr,Tidbit,GARC,3 973 km,3 984 km,107 km/h,Real,118 655 $,0 $,0,8061,2026-09-05,3984
El puma (CT),ATS,Wotr,Vitas Power,Apade,2 088 km,2 088 km,106 km/h,Real,26 157 $,0 $,0,3956,2026-09-05,2088
WAJOIK13,ATS,Wotr,Eddy's,Avalanche Steel,3 165 km,3 454 km,111 km/h,Real,10 533 $,9 100 $,0,6386,2026-09-05,3454
Juan Esteban M,ATS,Wotr,Plaster & Sons,Plaster & Sons,765 km,766 km,108 km/h,Real,14 820 $,21 200 $,4,2148,2026-09-05,766
El puma (CT),ATS,Wotr,Apade,Rock Port,1 717 km,1 711 km,106 km/h,Real,18 618 $,0 $,0,3241,2026-09-05,1711
Undertaker03,ATS,Wotr,Equos Power Transport,Starbridge,2 207 km,2 202 km,122 km/h,Real,85 047 $,0 $,0,4665,2026-09-05,2202
profeta(CT),ATS,Wotr,Flavorfair,Coastline Mining,4 232 km,5 232 km,120 km/h,Real,68 753 $,0 $,0,11102,2026-09-05,5232
WAJOIK13,ATS,Wotr,Avalanche Steel,NAMIQ,1 673 km,1 671 km,107 km/h,Real,83 600 $,5 380 $,0,3169,2026-09-05,1671
MUISCACOL,ATS,Wotr,Rail Export,Sunshine Crops,151 km,151 km,97 km/h,Real,100 085 955 $,0 $,0,569,2026-09-05,151
El puma (CT),ATS,Wotr,Rock Port,Rail Export,1 910 km,1 911 km,106 km/h,Real,123 077 $,0 $,0,3635,2026-09-05,1911
Juan Esteban M,ATS,Wotr,Apade,Enterpriser,1 637 km,1 654 km,114 km/h,Real,45 552 $,48 560 $,10,4306,2026-09-05,1654
Juan Esteban M,ATS,Wotr,Enterpriser,Shop Town,330 km,331 km,115 km/h,Real,7 959 $,23 200 $,5,1048,2026-09-06,331
BlGFOOT,ATS,Wotr,Apex Steel,Coastline Mining,4 040 km,4 742 km,119 km/h,Real,103 264 $,0 $,0,8637,2026-09-06,4742
Juan Esteban M,ATS,Estándar,Coastline Mining,Port of Seattle,3 km,3 km,67 km/h,Real,22 359 $,380 $,0,146,2026-09-06,3
Yenny,ATS,Estándar,SellGoods,Enterpriser,601 km,596 km,108 km/h,Real,20 623 $,4 200 $,3,1569,2026-09-06,596
Mr_Gerzon,ATS,Wotr,Deepgrove,Golden Meadows,4 076 km,5 076 km,129 km/h,Real,48 690 $,0 $,0,11447,2026-09-06,5076
Roger.Diaz,ATS,Wotr,Plaster & Sons,Peterbilt,3 555 km,3 634 km,114 km/h,Real,7 055 $,0 $,0,6913,2026-09-06,3634
Yenny,ATS,Estándar,Enterpriser,Shop Town,158 km,158 km,113 km/h,Real,7 011 $,700 $,0,448,2026-09-06,158
WAJOIK13,ATS,Wotr,Sea Horizon,Faraday,3 951 km,4 522 km,114 km/h,Real,54 723 $,9 100 $,0,8478,2026-09-06,4522
ZayCruz,ATS,Wotr,US Beverages & Bottling,Coastline Mining,4 071 km,4 108 km,108 km/h,Real,99 847 $,0 $,2,8385,2026-09-06,4108
Brayan Gamer,ATS,Estándar,Bitumen,Coastline Mining,1 451 km,1 624 km,129 km/h,Real,9 898 265 $,0 $,3,3241,2026-09-06,1624
MUISCACOL,ATS,Wotr,Sunshine Crops,Plaster & Sons,1 155 km,1 316 km,105 km/h,Real,57 008 $,9 400 $,0,4663,2026-09-06,1316
Mr_Gerzon,ATS,Wotr,Alis Cars,Lumen auto,1 544 km,1 930 km,118 km/h,Real,90 017 $,0 $,0,4546,2026-09-06,1930
profeta(CT),ATS,Wotr,HMS Machinery,Rock Port,4 155 km,5 155 km,128 km/h,Real,290 036 $,0 $,0,10819,2026-09-06,5155
BlGFOOT,ATS,Wotr,Deepgrove,Olthon Homes,3 133 km,2 850 km,112 km/h,Real,39 147 $,0 $,0,6381,2026-09-06,2850
Heidy24,ATS,Wotr,Deepgrove,Olthon Homes,3 133 km,2 840 km,110 km/h,Real,44 916 $,0 $,0,6387,2026-09-06,2840
Juan Esteban M,ATS,Wotr,SellGoods,Steeler,303 km,302 km,107 km/h,Real,1 767 $,18 040 $,4,1045,2026-09-06,302
Old_picotto,ATS,Wotr,Rock Port,Rock Port,1 997 km,2 006 km,110 km/h,Real,45 070 $,0 $,0,4358,2026-09-06,2006
Mr_Gerzon,ATS,Wotr,Lumen auto,Rock Port,2 573 km,2 586 km,117 km/h,Real,33 287 $,0 $,2,4826,2026-09-06,2586
Roger.Diaz,ATS,Wotr,Peterbilt,Page & Price Paper,2 152 km,2 151 km,111 km/h,Real,7 204 $,0 $,0,4270,2026-09-06,2151
Brayan Gamer,ATS,Wotr,Wallbert,Enterpriser,1 126 km,1 408 km,113 km/h,Real,1 889 302 $,0 $,0,4117,2026-09-06,1408
WAJOIK13,ATS,Wotr,Syntetico,Page & Price Paper,4 233 km,5 172 km,122 km/h,Real,219 656 $,19 760 $,0,9634,2026-09-06,5172
Undertaker03,ATS,Wotr,Home Store,Starbridge,1 946 km,1 990 km,115 km/h,Real,3 942 $,0 $,0,4068,2026-09-06,1990
ZayCruz,ATS,Wotr,Wallbert,GARC,3 609 km,3 643 km,107 km/h,Real,89 349 $,0 $,0,7623,2026-09-06,3643
Juan Esteban M,ATS,Wotr,Venture,Eddy's,2 193 km,2 193 km,111 km/h,Real,42 666 $,1 000 $,0,4471,2026-09-06,2193
profeta(CT),ATS,Wotr,Venture,Eddy's,2 193 km,2 222 km,115 km/h,Real,42 474 $,0 $,0,4524,2026-09-06,2222
Juan Esteban M,ATS,Wotr,Eddy's,Rail Export,11 km,12 km,105 km/h,Real,630 $,0 $,0,212,2026-09-06,12
miguel_gamer,ATS,Wotr,Starbridge,Venture,1 502 km,1 484 km,108 km/h,Real,21 985 $,0 $,15,3511,2026-09-06,1484
Juan Esteban M,ATS,Wotr,Eddy's,Rail Export,206 km,207 km,110 km/h,Real,5 852 $,0 $,0,531,2026-09-06,207
Heidy24,ATS,Wotr,HMS Machinery,X-Tech Machinery,2 539 km,2 541 km,114 km/h,Real,80 838 $,0 $,0,4822,2026-09-06,2541
Brayan Gamer,ATS,Wotr,Wallbert,NAMIQ,1 712 km,1 713 km,114 km/h,Real,2 317 336 $,0 $,0,3418,2026-09-06,1713
Brayan Gamer,ATS,Wotr,Rail Export,Enterpriser,527 km,540 km,115 km/h,Real,2 134 906 $,0 $,0,1157,2026-09-06,540
Old_picotto,ATS,Wotr,Rock Port,Deepgrove,2 377 km,2 497 km,112 km/h,Real,85 484 $,0 $,0,5556,2026-09-06,2497
Trucker_JJ,ATS,Wotr,Lonestar Forwarding,HMS Machinery,3 218 km,3 279 km,112 km/h,Real,209 428 $,0 $,0,6107,2026-09-06,3279
BlGFOOT,ATS,Wotr,HMS Machinery,X-Tech Machinery,2 539 km,2 575 km,115 km/h,Real,104 000 $,0 $,0,4883,2026-09-06,2575
andres guerra,ATS,Estándar,Ultimus,Bushnell Farms,1 880 km,1 894 km,120 km/h,Real,50 200 $,8 040 $,1,4491,2026-09-06,1894
andres guerra,ATS,Estándar,Steeler,Rail Export,1 190 km,1 196 km,111 km/h,Real,15 077 $,6 060 $,1,3272,2026-09-06,1196
WAJOIK13,ATS,Wotr,Page & Price Paper,Mary's Cotton,3 691 km,4 127 km,118 km/h,Real,46 565 $,16 940 $,0,7612,2026-09-06,4127
WAJOIK13,ATS,Wotr,Mary's Cotton,Bushnell Farms,2 434 km,2 541 km,110 km/h,Real,33 456 $,24 300 $,0,4842,2026-09-06,2541
WAJOIK13,ATS,Wotr,Bushnell Farms,GARC,2 521 km,2 657 km,113 km/h,Real,98 154 $,11 340 $,0,5012,2026-09-06,2657
WAJOIK13,ATS,Wotr,Taylor Construction Group,Elegrid,2 803 km,2 822 km,123 km/h,Real,188 759 $,3 700 $,0,5154,2026-09-06,2822
ZayCruz,ATS,Wotr,Wallbert,Home Store,3 099 km,3 119 km,105 km/h,Real,10 326 $,0 $,0,5981,2026-09-06,3119
profeta(CT),ATS,Wotr,Haddock Shipyard,LA Seaport,3 001 km,3 115 km,109 km/h,Real,31 044 $,0 $,0,6334,2026-09-06,3115
WAJOIK13,ATS,Wotr,Elegrid,Global Sky Services,2 573 km,2 570 km,108 km/h,Real,8 495 $,1 400 $,0,4639,2026-09-06,2570
Roger.Diaz,ATS,Wotr,Page & Price Paper,US Beverages & Bottling,3 494 km,3 525 km,119 km/h,Real,39 586 $,0 $,0,6931,2026-09-06,3525
WAJOIK13,ATS,Wotr,Global Sky Services,Bushnell Farms,2 834 km,3 019 km,112 km/h,Real,9 494 $,8 100 $,0,5651,2026-09-06,3019
Old_picotto,ATS,Wotr,Deepgrove,Vitas Power,2 128 km,2 204 km,113 km/h,Real,70 651 $,0 $,1,4747,2026-09-06,2204
profeta(CT),ATS,Wotr,Pickit,Deepgrove,3 466 km,4 300 km,120 km/h,Real,30 077 $,0 $,0,8201,2026-09-06,4300
Mr_Gerzon,ATS,Wotr,Precision Car Parts,Enterpriser,3 361 km,3 928 km,120 km/h,Real,71 380 $,0 $,0,8259,2026-09-06,3928
Guardian777,ATS,Wotr,Enterpriser,Electravolt Industries,2 690 km,2 728 km,115 km/h,Real,100 800 745 $,0 $,29,6012,2026-09-06,2728
andres guerra,ATS,Estándar,Home Store,Sunshine Crops,1 617 km,1 620 km,114 km/h,Real,38 033 $,0 $,4,3779,2026-09-06,1620
WAJOIK13,ATS,Wotr,Bushnell Farms,Golden Meadows,2 739 km,2 999 km,121 km/h,Real,139 832 $,5 020 $,0,5467,2026-09-06,2999
Roger.Diaz,ATS,Wotr,Fish Tail Food,Enterpriser,3 630 km,3 725 km,114 km/h,Real,147 187 $,0 $,0,7885,2026-09-06,3725
